lakefs  | time="2026-03-15T09:26:21Z" level=info msg="Config loaded" func=cmd/lakefs/cmd.LoadConfig file="cmd/root.go:111" phase=startup
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="initialize OpenAPI server" func=pkg/api.Serve file="build/pkg/api/serve.go:60" service=api_gateway
lakefs  | 
lakefs  | lakeFS 1.79.0 - Up and running (^C to shutdown)...
lakefs  | 
lakefs  | 
lakefs  |      тЦИтЦИтХЧ      тЦИтЦИтЦИтЦИтЦИтХЧ тЦИтЦИтХЧ  тЦИтЦИтХЧтЦИтЦИтЦИтЦИтЦИтЦИтЦИтХЧтЦИтЦИтЦИтЦИтЦИтЦИтЦИтХЧтЦИтЦИтЦИтЦИтЦИтЦИтЦИтХЧ
lakefs  |      тЦИтЦИтХС     тЦИтЦИтХФтХРтХРтЦИтЦИтХЧтЦИтЦИтХС тЦИтЦИтХФтХЭтЦИтЦИтХФтХРтХРтХРтХРтХЭтЦИтЦИтХФтХРтХРтХРтХРтХЭтЦИтЦИтХФтХРтХРтХРтХРтХЭ
lakefs  |      тЦИтЦИтХС     тЦИтЦИтЦИтЦИтЦИтЦИтЦИтХСтЦИтЦИтЦИтЦИтЦИтХФтХЭ тЦИтЦИтЦИтЦИтЦИтХЧ  тЦИтЦИтЦИтЦИтЦИтХЧ  тЦИтЦИтЦИтЦИтЦИтЦИтЦИтХЧ
lakefs  |      тЦИтЦИтХС     тЦИтЦИтХФтХРтХРтЦИтЦИтХСтЦИтЦИтХФтХРтЦИтЦИтХЧ тЦИтЦИтХФтХРтХРтХЭ  тЦИтЦИтХФтХРтХРтХЭ  тХЪтХРтХРтХРтХРтЦИтЦИтХС
lakefs  |      тЦИтЦИтЦИтЦИтЦИтЦИтЦИтХЧтЦИтЦИтХС  тЦИтЦИтХСтЦИтЦИтХС  тЦИтЦИтХЧтЦИтЦИтЦИтЦИтЦИтЦИтЦИтХЧтЦИтЦИтХС     тЦИтЦИтЦИтЦИтЦИтЦИтЦИтХС
lakefs  |      тХЪтХРтХРтХРтХРтХРтХРтХЭтХЪтХРтХЭ  тХЪтХРтХЭтХЪтХРтХЭ  тХЪтХРтХЭтХЪтХРтХРтХРтХРтХРтХРтХЭтХЪтХРтХЭ     тХЪтХРтХРтХРтХРтХРтХРтХЭ
lakefs  | 
lakefs  | тФВ
lakefs  | тФВ If you're running lakeFS locally for the first time,
lakefs  | тФВ     complete the setup process at http://127.0.0.1:8000/setup
lakefs  | тФВ
lakefs  | тФВ
lakefs  | тФВ For more information on how to use lakeFS,
lakefs  | тФВ     check out the docs at https://docs.lakefs.io/quickstart/
lakefs  | тФВ
lakefs  | 
lakefs  | тФВ
lakefs  | тФВ For support or any other question,                            >(.я╝┐.)<
lakefs  | тФВ     join our Slack channel https://docs.lakefs.io/slack         (  )_
lakefs  | тФВ
lakefs  | 
lakefs  | Version 1.79.0
lakefs  | 
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="initialized S3 Gateway handler" func=pkg/gateway.NewHandler file="build/pkg/gateway/handler.go:133" s3_bare_domain="[s3.local.lakefs.io]" s3_region=us-east-1
lakefs  | time="2026-03-15T09:26:22Z" level=info msg="starting HTTP server" func=cmd/lakefs/cmd.init.func14 file="cmd/run.go:323" listen_address="0.0.0.0:8000"
lakefs  | time="2026-03-15T10:31:44Z" level=error msg="Failed to get region for bucket, falling back to default region" func="pkg/block/s3.(*ClientCache).refreshBucketRegion" file="build/pkg/block/s3/client_cache.go:151" default_region=us-east-1 error="operation error S3: HeadBucket, https response error StatusCode: 403, RequestID: 189CFD28967A32D6, HostID: dd9025bab4ad464b049177c95eb6ebf374d3b3fd1af9251148b658df7ac2e3e8, api error Forbidden: Forbidden" host="localhost:8001" method=GET operation_id=DiffBranch path="/api/v1/repositories/ml-data-repo/branches/main/diff?after=&prefix=&delimiter=%2F&amount=100" user=admin
lakefs  | time="2026-03-15T10:31:44Z" level=error msg="Failed to get region for bucket, falling back to default region" func="pkg/block/s3.(*ClientCache).refreshBucketRegion" file="build/pkg/block/s3/client_cache.go:151" default_region=us-east-1 error="operation error S3: HeadBucket, https response error StatusCode: 403, RequestID: 189CFD2897546304, HostID: dd9025bab4ad464b049177c95eb6ebf374d3b3fd1af9251148b658df7ac2e3e8, api error Forbidden: Forbidden" host="localhost:8001" method=GET operation_id=GetObject path="/api/v1/repositories/ml-data-repo/refs/main/objects?path=README.md&presign=false" user=admin
